symptoms,disease
"high_fever, lethargy, loss_of_appetite, swelled_lymph_nodes, skin_rash, itching, malaise, fatigue, red_spots_over_body, mild_fever",Chicken pox
"swelled_lymph_nodes, fatigue, skin_rash, high_fever, lethargy, loss_of_appetite, malaise, mild_fever, itching, red_spots_over_body",Chicken pox
"breathlessness, sweating, malaise, rusty_sputum, fatigue, fast_heart_rate, chills, chest_pain, cough, high_fever, phlegm",Pneumonia
"cough, phlegm, sweating, fatigue, chills, high_fever, malaise, fast_heart_rate, breathlessness, rusty_sputum, chest_pain",Pneumonia
"chills, breathlessness, cough, chest_pain, sweating, high_fever, malaise, rusty_sputum, phlegm, fatigue, fast_heart_rate",Pneumonia
"itching, nodal_skin_eruptions, skin_rash, dischromic _patches",Fungal infection
"dischromic _patches, skin_rash, itching, nodal_skin_eruptions",Fungal infection
"nodal_skin_eruptions, itching, skin_rash, dischromic _patches",Fungal infection
"yellowing_of_eyes, itching, nausea, abdominal_pain, vomiting, loss_of_appetite, yellowish_skin",Chronic cholestasis
"yellowing_of_eyes, itching, abdominal_pain, yellowish_skin, nausea, vomiting, loss_of_appetite",Chronic cholestasis
"nausea, loss_of_appetite, itching, yellowish_skin, abdominal_pain, vomiting, yellowing_of_eyes",Chronic cholestasis
"painful_walking, swelling_joints, hip_joint_pain, joint_pain, knee_pain, neck_pain",Osteoarthritis
"swelling_joints, hip_joint_pain, painful_walking, knee_pain, joint_pain, neck_pain",Osteoarthritis
"swelling_joints, hip_joint_pain, painful_walking, neck_pain, joint_pain, knee_pain",Osteoarthritis
"spotting_ urination, burning_micturition, stomach_pain, itching, skin_rash",Drug Reaction
"stomach_pain, spotting_ urination, itching, skin_rash, burning_micturition",Drug Reaction
"stomach_pain, itching, burning_micturition, skin_rash, spotting_ urination",Drug Reaction
"malaise, lethargy, high_fever, headache, itching, fatigue, red_spots_over_body, skin_rash, swelled_lymph_nodes, mild_fever, loss_of_appetite",Chicken pox
"high_fever, red_spots_over_body, lethargy, skin_rash, loss_of_appetite, mild_fever, itching, malaise, headache, fatigue, swelled_lymph_nodes",Chicken pox
"itching, lethargy, skin_rash, swelled_lymph_nodes, mild_fever, malaise, red_spots_over_body, fatigue, loss_of_appetite, high_fever, headache",Chicken pox
"malaise, itching, high_fever, headache, swelled_lymph_nodes, loss_of_appetite, red_spots_over_body, mild_fever, lethargy, skin_rash",Chicken pox
"skin_rash, itching, red_spots_over_body, loss_of_appetite, lethargy, swelled_lymph_nodes, headache, mild_fever, malaise, high_fever",Chicken pox
"red_spots_over_body, skin_rash, loss_of_appetite, lethargy, swelled_lymph_nodes, malaise, itching, headache, mild_fever, high_fever",Chicken pox
"chills, mild_fever, high_fever, sweating, fatigue, yellowing_of_eyes, swelled_lymph_nodes, cough, loss_of_appetite, chest_pain, phlegm, weight_loss, breathlessness, malaise, vomiting, blood_in_sputum",Tuberculosis
"high_fever, weight_loss, phlegm, swelled_lymph_nodes, chest_pain, vomiting, blood_in_sputum, malaise, sweating, chills, fatigue, mild_fever, yellowing_of_eyes, loss_of_appetite, breathlessness, cough",Tuberculosis
"breathlessness, sweating, weight_loss, swelled_lymph_nodes, chills, cough, chest_pain, high_fever, malaise, blood_in_sputum, phlegm, loss_of_appetite, vomiting, yellowing_of_eyes, fatigue, mild_fever",Tuberculosis
"drying_and_tingling_lips, vomiting, palpitations, headache, excessive_hunger, irritability, slurred_speech, fatigue, sweating, blurred_and_distorted_vision, nausea, anxiety",Hypoglycemia
"slurred_speech, irritability, fatigue, drying_and_tingling_lips, excessive_hunger, blurred_and_distorted_vision, headache, vomiting, nausea, sweating, palpitations, anxiety",Hypoglycemia
"vomiting, blurred_and_distorted_vision, nausea, palpitations, fatigue, anxiety, headache, excessive_hunger, irritability, slurred_speech, drying_and_tingling_lips, sweating",Hypoglycemia
"high_fever, red_sore_around_nose, blister, skin_rash",Impetigo
"red_sore_around_nose, skin_rash, high_fever, blister",Impetigo
"high_fever, blister, red_sore_around_nose, skin_rash",Impetigo
"rusty_sputum, chest_pain, cough, malaise, fast_heart_rate, high_fever, fatigue, sweating, breathlessness, chills",Pneumonia
"fatigue, chills, cough, fast_heart_rate, chest_pain, sweating, malaise, high_fever, rusty_sputum, breathlessness",Pneumonia
"sweating, rusty_sputum, fast_heart_rate, high_fever, chills, chest_pain, cough, breathlessness, fatigue, malaise",Pneumonia
"obesity, excessive_hunger, restlessness, blurred_and_distorted_vision, polyuria, weight_loss, irregular_sugar_level, increased_appetite, lethargy, fatigue",Diabetes
"restlessness, lethargy, irregular_sugar_level, polyuria, blurred_and_distorted_vision, obesity, excessive_hunger, fatigue, weight_loss, increased_appetite",Diabetes
"polyuria, lethargy, increased_appetite, weight_loss, excessive_hunger, fatigue, restlessness, obesity, blurred_and_distorted_vision, irregular_sugar_level",Diabetes
"weight_loss, obesity, irregular_sugar_level, blurred_and_distorted_vision, restlessness, fatigue, lethargy, increased_appetite, polyuria",Diabetes
"weight_loss, lethargy, irregular_sugar_level, fatigue, increased_appetite, obesity, blurred_and_distorted_vision, polyuria, restlessness",Diabetes
"restlessness, blurred_and_distorted_vision, lethargy, weight_loss, fatigue, irregular_sugar_level, obesity, polyuria, increased_appetite",Diabetes
"chest_pain, vomiting, breathlessness, sweating",Heart attack
"vomiting, breathlessness, chest_pain, sweating",Heart attack
"breathlessness, sweating, chest_pain, vomiting",Heart attack
"continuous_sneezing, shivering, watering_from_eyes, chills",Allergy
"watering_from_eyes, continuous_sneezing, shivering, chills",Allergy
"shivering, watering_from_eyes, continuous_sneezing, chills",Allergy
"swollen_blood_vessels, prominent_veins_on_calf, cramps, swollen_legs, bruising, fatigue",Varicose veins
"swollen_legs, swollen_blood_vessels, cramps, prominent_veins_on_calf, fatigue, bruising",Varicose veins
"bruising, prominent_veins_on_calf, swollen_legs, fatigue, cramps, swollen_blood_vessels",Varicose veins
"headache, altered_sensorium, weakness_of_one_body_side, vomiting",Paralysis (brain hemorrhage)
"vomiting, weakness_of_one_body_side, altered_sensorium, headache",Paralysis (brain hemorrhage)
"altered_sensorium, weakness_of_one_body_side, vomiting, headache",Paralysis (brain hemorrhage)
"breathlessness, yellowing_of_eyes, high_fever, mild_fever, sweating, vomiting, malaise, cough, phlegm, swelled_lymph_nodes, chest_pain, blood_in_sputum, weight_loss, loss_of_appetite, fatigue, chills",Tuberculosis
"breathlessness, mild_fever, vomiting, yellowing_of_eyes, phlegm, weight_loss, fatigue, blood_in_sputum, sweating, high_fever, chills, cough, loss_of_appetite, swelled_lymph_nodes, chest_pain, malaise",Tuberculosis
"vomiting, cough, malaise, mild_fever, blood_in_sputum, phlegm, weight_loss, sweating, high_fever, yellowing_of_eyes, chest_pain, swelled_lymph_nodes, fatigue, chills, loss_of_appetite, breathlessness",Tuberculosis
"dehydration, diarrhoea, vomiting",Gastroenteritis
"vomiting, dehydration, diarrhoea",Gastroenteritis
"vomiting, diarrhoea, dehydration",Gastroenteritis
"burning_micturition, bladder_discomfort, continuous_feel_of_urine",Urinary tract infection
"bladder_discomfort, continuous_feel_of_urine, burning_micturition",Urinary tract infection
"burning_micturition, continuous_feel_of_urine, bladder_discomfort",Urinary tract infection
"silver_like_dusting, skin_peeling, skin_rash, small_dents_in_nails, joint_pain, inflammatory_nails",Psoriasis
"silver_like_dusting, skin_peeling, inflammatory_nails, joint_pain, skin_rash, small_dents_in_nails",Psoriasis
"silver_like_dusting, joint_pain, inflammatory_nails, skin_rash, skin_peeling, small_dents_in_nails",Psoriasis
"yellow_crust_ooze, high_fever, skin_rash, red_sore_around_nose, blister",Impetigo
"skin_rash, red_sore_around_nose, high_fever, blister, yellow_crust_ooze",Impetigo
"high_fever, skin_rash, red_sore_around_nose, yellow_crust_ooze, blister",Impetigo
"enlarged_thyroid, fatigue, mood_swings, cold_hands_and_feets, dizziness, swollen_extremeties, irritability, lethargy, puffy_face_and_eyes, brittle_nails, depression, weight_gain, abnormal_menstruation",Hypothyroidism
"swollen_extremeties, fatigue, brittle_nails, depression, cold_hands_and_feets, abnormal_menstruation, mood_swings, enlarged_thyroid, puffy_face_and_eyes, irritability, lethargy, dizziness, weight_gain",Hypothyroidism
"abnormal_menstruation, irritability, weight_gain, lethargy, dizziness, mood_swings, depression, swollen_extremeties, enlarged_thyroid, puffy_face_and_eyes, cold_hands_and_feets, fatigue, brittle_nails",Hypothyroidism
"sunken_eyes, dehydration, diarrhoea, vomiting",Gastroenteritis
"dehydration, vomiting, sunken_eyes, diarrhoea",Gastroenteritis
"dehydration, sunken_eyes, diarrhoea, vomiting",Gastroenteritis
"loss_of_appetite, yellowing_of_eyes, nausea, fatigue, family_history, yellowish_skin",Hepatitis C
"fatigue, loss_of_appetite, yellowing_of_eyes, nausea, yellowish_skin, family_history",Hepatitis C
"fatigue, yellowing_of_eyes, loss_of_appetite, nausea, family_history, yellowish_skin",Hepatitis C
"abnormal_menstruation, mood_swings, fast_heart_rate, sweating, irritability, weight_loss, diarrhoea, fatigue, restlessness, muscle_weakness, excessive_hunger",Hyperthyroidism
"fatigue, diarrhoea, sweating, irritability, restlessness, excessive_hunger, abnormal_menstruation, mood_swings, fast_heart_rate, muscle_weakness, weight_loss",Hyperthyroidism
"excessive_hunger, diarrhoea, muscle_weakness, mood_swings, restlessness, weight_loss, fast_heart_rate, abnormal_menstruation, fatigue, sweating, irritability",Hyperthyroidism
"continuous_sneezing, shivering, chills",Allergy
"chills, shivering, continuous_sneezing",Allergy
"shivering, continuous_sneezing, chills",Allergy
"high_fever, weight_loss, dark_urine, itching, abdominal_pain, fatigue, vomiting",Jaundice
"weight_loss, itching, abdominal_pain, dark_urine, vomiting, high_fever, fatigue",Jaundice
"high_fever, fatigue, vomiting, abdominal_pain, dark_urine, itching, weight_loss",Jaundice
"loss_of_balance, chest_pain, lack_of_concentration, dizziness",Hypertension
"lack_of_concentration, chest_pain, dizziness, loss_of_balance",Hypertension
"loss_of_balance, dizziness, chest_pain, lack_of_concentration",Hypertension
"joint_pain, neck_pain, swelling_joints, painful_walking, knee_pain",Osteoarthritis
"neck_pain, joint_pain, painful_walking, swelling_joints, knee_pain",Osteoarthritis
"neck_pain, swelling_joints, painful_walking, knee_pain, joint_pain",Osteoarthritis
"red_sore_around_nose, blister, high_fever, skin_rash, yellow_crust_ooze",Impetigo
"red_sore_around_nose, blister, yellow_crust_ooze, high_fever, skin_rash",Impetigo
"red_sore_around_nose, yellow_crust_ooze, blister, high_fever, skin_rash",Impetigo
"watering_from_eyes, chills, continuous_sneezing",Allergy
"watering_from_eyes, continuous_sneezing, chills",Allergy
"chills, continuous_sneezing, watering_from_eyes",Allergy
"high_fever, abdominal_pain, yellowish_skin, itching, weight_loss, fatigue, vomiting, dark_urine",Jaundice
"weight_loss, abdominal_pain, fatigue, itching, high_fever, dark_urine, vomiting, yellowish_skin",Jaundice
"abdominal_pain, itching, fatigue, weight_loss, yellowish_skin, dark_urine, vomiting, high_fever",Jaundice
"restlessness, fatigue, obesity, weight_loss, increased_appetite, lethargy, polyuria, irregular_sugar_level, blurred_and_distorted_vision, excessive_hunger",Diabetes
"polyuria, increased_appetite, restlessness, fatigue, lethargy, obesity, blurred_and_distorted_vision, weight_loss, irregular_sugar_level, excessive_hunger",Diabetes
"increased_appetite, excessive_hunger, restlessness, polyuria, weight_loss, obesity, blurred_and_distorted_vision, irregular_sugar_level, lethargy, fatigue",Diabetes
"visual_disturbances, blurred_and_distorted_vision, irritability, excessive_hunger, indigestion, headache, stiff_neck, acidity, depression",Migraine
"acidity, blurred_and_distorted_vision, visual_disturbances, excessive_hunger, headache, stiff_neck, irritability, indigestion, depression",Migraine
"indigestion, excessive_hunger, blurred_and_distorted_vision, irritability, headache, acidity, depression, stiff_neck, visual_disturbances",Migraine
"yellowing_of_eyes, muscle_pain, loss_of_appetite, dark_urine, nausea, vomiting, abdominal_pain, yellowish_skin, mild_fever, joint_pain",hepatitis A
"joint_pain, muscle_pain, dark_urine, nausea, vomiting, abdominal_pain, loss_of_appetite, yellowing_of_eyes, mild_fever, yellowish_skin",hepatitis A
"muscle_pain, yellowing_of_eyes, abdominal_pain, mild_fever, vomiting, yellowish_skin, joint_pain, dark_urine, loss_of_appetite, nausea",hepatitis A
"nodal_skin_eruptions, skin_rash, itching, dischromic _patches",Fungal infection
"nodal_skin_eruptions, dischromic _patches, skin_rash, itching",Fungal infection
"dischromic _patches, skin_rash, itching, nodal_skin_eruptions",Fungal infection
"nausea, muscle_pain, diarrhoea, vomiting, chills, high_fever, sweating",Malaria
"muscle_pain, vomiting, nausea, high_fever, sweating, diarrhoea, chills",Malaria
"vomiting, diarrhoea, sweating, nausea, chills, muscle_pain, high_fever",Malaria
"loss_of_appetite, headache, red_spots_over_body, chills, back_pain, nausea, pain_behind_the_eyes, malaise, skin_rash, fatigue, high_fever, joint_pain, muscle_pain",Dengue
"pain_behind_the_eyes, back_pain, high_fever, skin_rash, nausea, muscle_pain, fatigue, loss_of_appetite, red_spots_over_body, chills, headache, malaise, joint_pain",Dengue
"joint_pain, malaise, chills, headache, muscle_pain, loss_of_appetite, pain_behind_the_eyes, red_spots_over_body, nausea, back_pain, skin_rash, fatigue, high_fever",Dengue
"phlegm, headache, congestion, runny_nose, fatigue, continuous_sneezing, high_fever, cough, chills, swelled_lymph_nodes, muscle_pain, sinus_pressure, malaise, loss_of_smell, chest_pain, throat_irritation, redness_of_eyes",Common Cold
"throat_irritation, runny_nose, chills, chest_pain, malaise, loss_of_smell, headache, fatigue, phlegm, congestion, sinus_pressure, redness_of_eyes, continuous_sneezing, muscle_pain, swelled_lymph_nodes, cough, high_fever",Common Cold
"headache, muscle_pain, continuous_sneezing, phlegm, throat_irritation, congestion, runny_nose, redness_of_eyes, chills, high_fever, fatigue, malaise, cough, chest_pain, sinus_pressure, loss_of_smell, swelled_lymph_nodes",Common Cold
"patches_in_throat, high_fever, muscle_wasting, extra_marital_contacts",AIDS
"high_fever, extra_marital_contacts, muscle_wasting, patches_in_throat",AIDS
"high_fever, muscle_wasting, extra_marital_contacts, patches_in_throat",AIDS
"excessive_hunger, nausea, vomiting, blurred_and_distorted_vision, irritability, fatigue, slurred_speech, drying_and_tingling_lips, sweating, palpitations, anxiety",Hypoglycemia
"sweating, slurred_speech, anxiety, irritability, excessive_hunger, drying_and_tingling_lips, vomiting, palpitations, nausea, fatigue, blurred_and_distorted_vision",Hypoglycemia
"blurred_and_distorted_vision, vomiting, slurred_speech, sweating, fatigue, drying_and_tingling_lips, excessive_hunger, palpitations, nausea, anxiety, irritability",Hypoglycemia
"yellowing_of_eyes, vomiting, itching, nausea, abdominal_pain, loss_of_appetite",Chronic cholestasis
"itching, nausea, yellowing_of_eyes, loss_of_appetite, abdominal_pain, vomiting",Chronic cholestasis
"itching, vomiting, loss_of_appetite, yellowing_of_eyes, nausea, abdominal_pain",Chronic cholestasis
"yellow_crust_ooze, skin_rash, blister, high_fever",Impetigo
"skin_rash, high_fever, yellow_crust_ooze, blister",Impetigo
"high_fever, yellow_crust_ooze, blister, skin_rash",Impetigo
"swelled_lymph_nodes, chills, congestion, throat_irritation, muscle_pain, cough, fatigue, phlegm, headache, continuous_sneezing, high_fever, chest_pain, redness_of_eyes, loss_of_smell, sinus_pressure, runny_nose, malaise",Common Cold
"runny_nose, muscle_pain, headache, redness_of_eyes, phlegm, chills, malaise, swelled_lymph_nodes, chest_pain, throat_irritation, congestion, high_fever, fatigue, sinus_pressure, continuous_sneezing, loss_of_smell, cough",Common Cold
"phlegm, throat_irritation, redness_of_eyes, swelled_lymph_nodes, cough, sinus_pressure, high_fever, loss_of_smell, congestion, fatigue, chest_pain, runny_nose, continuous_sneezing, chills, headache, muscle_pain, malaise",Common Cold
