symptoms,disease
"increased thirst, frequent urination, recurrent infections, blurred vision, heart irregularities, high blood pressure",type 2 diabetes
"compulsive behaviors, heightened anxiety, excessive self-doubt, persistent doubt, obsessive thoughts, need for reassurance",ocd
"obsessive thoughts, compulsive behaviors, need for reassurance, excessive self-doubt, persistent doubt, heightened anxiety",ocd
"persistent doubt, need for reassurance, obsessive thoughts, compulsive behaviors, heightened anxiety, excessive self-doubt",ocd
"jaundice, fatigue",hepatitis a
"fatigue, jaundice",hepatitis a
"skin_rash, nodal_skin_eruptions, dischromic _patches, itching",fungal infection
"nodal_skin_eruptions, dischromic _patches, skin_rash, itching",fungal infection
"itching, nodal_skin_eruptions, skin_rash, dischromic _patches",fungal infection
"obesity, bruising, prominent_veins_on_calf, fatigue, swollen_blood_vessels, cramps, swollen_legs",varicose veins
"prominent_veins_on_calf, cramps, obesity, fatigue, swollen_legs, swollen_blood_vessels, bruising",varicose veins
"prominent_veins_on_calf, swollen_blood_vessels, swollen_legs, obesity, bruising, cramps, fatigue",varicose veins
"vomiting, breathlessness, sweating, chest_pain",heart attack
"chest_pain, vomiting, breathlessness, sweating",heart attack
"sweating, breathlessness, chest_pain, vomiting",heart attack
"drained feeling, energetic feeling, sudden mood changes",migraine
"sudden mood changes, energetic feeling, drained feeling",migraine
"sudden mood changes, drained feeling, energetic feeling",migraine
"runniness, sneeze, minor nasal congestion, mild cold symptoms",obesity
"mild cold symptoms, sneeze, minor nasal congestion, runniness",obesity
"mild cold symptoms, minor nasal congestion, runniness, sneeze",obesity
"fatigue, family_history, yellowish_skin, yellowing_of_eyes, loss_of_appetite",hepatitis c
"fatigue, yellowing_of_eyes, yellowish_skin, loss_of_appetite, family_history",hepatitis c
"loss_of_appetite, fatigue, yellowing_of_eyes, family_history, yellowish_skin",hepatitis c
"blister, high_fever, yellow_crust_ooze, skin_rash, red_sore_around_nose",impetigo
"yellow_crust_ooze, red_sore_around_nose, blister, skin_rash, high_fever",impetigo
"blister, red_sore_around_nose, yellow_crust_ooze, skin_rash, high_fever",impetigo
"drooping eyelids, sensitive to light, repeated yawning, neck stiffness",migraine
"repeated yawning, neck stiffness, drooping eyelids, sensitive to light",migraine
"neck stiffness, repeated yawning, drooping eyelids, sensitive to light",migraine
"obsessive fear of losing body parts, excessive mirror checking, repetitive compulsive behavior, frequent compulsive rituals",ocd
"obsessive fear of losing body parts, repetitive compulsive behavior, frequent compulsive rituals, excessive mirror checking",ocd
"excessive mirror checking, frequent compulsive rituals, repetitive compulsive behavior, obsessive fear of losing body parts",ocd
"hyperinsulinemia, anxiety related to blood sugar control, variable blood sugar levels",type 2 diabetes
"variable blood sugar levels, hyperinsulinemia, anxiety related to blood sugar control",type 2 diabetes
"anxiety related to blood sugar control, hyperinsulinemia, variable blood sugar levels",type 2 diabetes
"thyroid damage, nocturia, kidney damage, toxic effects",bipolar disorder
"kidney damage, toxic effects, thyroid damage, nocturia",bipolar disorder
"kidney damage, toxic effects, nocturia, thyroid damage",bipolar disorder
"lack of coordination, crackling sound in neck",cervical spondylosis
"crackling sound in neck, lack of coordination",cervical spondylosis
"difficulty maintaining attention, difficulty articulating words clearly, slurred speech, short-term memory challenges",adhd
"short-term memory challenges, difficulty maintaining attention, difficulty articulating words clearly, slurred speech",adhd
"difficulty articulating words clearly, difficulty maintaining attention, slurred speech, short-term memory challenges",adhd
"insomnia, substance abuse, difficulty trusting others, intense anger, nightmares, weakened immune system, self-sabotaging behaviors, memory lapses, anxiety, dissociation, hyper-vigilance, bed wetting, irritability, impulsive behaviors",ptsd
"hyper-vigilance, anxiety, impulsive behaviors, weakened immune system, intense anger, dissociation, self-sabotaging behaviors, nightmares, difficulty trusting others, substance abuse, memory lapses, insomnia, irritability, bed wetting",ptsd
"dissociation, anxiety, irritability, intense anger, substance abuse, weakened immune system, insomnia, hyper-vigilance, difficulty trusting others, memory lapses, self-sabotaging behaviors, nightmares, impulsive behaviors, bed wetting",ptsd
"body aches, worst flu, fever",aids
"worst flu, fever, body aches",aids
"body aches, fever, worst flu",aids
"panic attacks, tension headaches, increased heart rate",anxiety
"panic attacks, increased heart rate, tension headaches",anxiety
"tension headaches, panic attacks, increased heart rate",anxiety
"slurred speech, waking up with one eye open, runny nose",migraine
"runny nose, slurred speech, waking up with one eye open",migraine
"waking up with one eye open, slurred speech, runny nose",migraine
"skin_rash, joint_pain, inflammatory_nails, silver_like_dusting, skin_peeling",psoriasis
"silver_like_dusting, skin_peeling, skin_rash, joint_pain, inflammatory_nails",psoriasis
"joint_pain, skin_rash, silver_like_dusting, skin_peeling, inflammatory_nails",psoriasis
"sore face, chest congestion, sinus headache",common cold
"sinus headache, chest congestion, sore face",common cold
"sore face, sinus headache, chest congestion",common cold
"abdominal_pain, yellowing_of_eyes, dark_urine, yellowish_skin, joint_pain, nausea, fatigue, vomiting, loss_of_appetite",hepatitis d
"yellowing_of_eyes, fatigue, nausea, joint_pain, yellowish_skin, vomiting, loss_of_appetite, abdominal_pain, dark_urine",hepatitis d
"yellowing_of_eyes, abdominal_pain, fatigue, dark_urine, loss_of_appetite, vomiting, nausea, yellowish_skin, joint_pain",hepatitis d
"substance use to manage symptoms, awareness of potential addiction risk, racing thoughts, anxiety",substance abuse
"awareness of potential addiction risk, substance use to manage symptoms, racing thoughts, anxiety",substance abuse
"racing thoughts, awareness of potential addiction risk, substance use to manage symptoms, anxiety",substance abuse
"withdrawal symptoms, chronic pain associated with substance use, compulsive substance use despite negative consequences",substance abuse
"chronic pain associated with substance use, withdrawal symptoms, compulsive substance use despite negative consequences",substance abuse
"withdrawal symptoms, compulsive substance use despite negative consequences, chronic pain associated with substance use",substance abuse
"night sweats, hair thinning or loss, weight gain, vaginal dryness, sleep disturbances, hot flashes, mood swings, irregular periods",menopausal syndrome
"mood swings, irregular periods, vaginal dryness, sleep disturbances, night sweats, hot flashes, weight gain, hair thinning or loss",menopausal syndrome
"hot flashes, weight gain, night sweats, mood swings, sleep disturbances, irregular periods, hair thinning or loss, vaginal dryness",menopausal syndrome
"abdominal_pain, history_of_alcohol_consumption, yellowish_skin, fluid_overload, vomiting, distention_of_abdomen",alcoholic hepatitis
"vomiting, abdominal_pain, distention_of_abdomen, fluid_overload, history_of_alcohol_consumption, yellowish_skin",alcoholic hepatitis
"history_of_alcohol_consumption, yellowish_skin, abdominal_pain, vomiting, fluid_overload, distention_of_abdomen",alcoholic hepatitis
"visual_disturbances, headache, stiff_neck, irritability, excessive_hunger, indigestion, acidity, blurred_and_distorted_vision",migraine
"visual_disturbances, irritability, acidity, headache, stiff_neck, excessive_hunger, indigestion, blurred_and_distorted_vision",migraine
"stiff_neck, acidity, blurred_and_distorted_vision, headache, indigestion, irritability, excessive_hunger, visual_disturbances",migraine
"acute_liver_failure, loss_of_appetite, yellowing_of_eyes, dark_urine, nausea, high_fever, coma, fatigue, vomiting, abdominal_pain, yellowish_skin, joint_pain, stomach_bleeding",hepatitis e
"joint_pain, abdominal_pain, dark_urine, fatigue, stomach_bleeding, yellowish_skin, high_fever, acute_liver_failure, yellowing_of_eyes, nausea, vomiting, loss_of_appetite, coma",hepatitis e
"coma, dark_urine, vomiting, yellowing_of_eyes, yellowish_skin, high_fever, nausea, fatigue, loss_of_appetite, acute_liver_failure, stomach_bleeding, joint_pain, abdominal_pain",hepatitis e
"rose-colored skin rash, fatigue",typhoid
"fatigue, rose-colored skin rash",typhoid
"shivering, continuous_sneezing, watering_from_eyes",allergy
"continuous_sneezing, watering_from_eyes, shivering",allergy
"continuous_sneezing, shivering, watering_from_eyes",allergy
"chest pain, heartburn, acid regurgitation",gerd
"acid regurgitation, heartburn, chest pain",gerd
"chest pain, acid regurgitation, heartburn",gerd
"loss of control over substance use, cravings for the substance, neglecting responsibilities at work, neglecting responsibilities at home, withdrawal symptoms when not using the substance, neglecting responsibilities at school, increased tolerance to the substance, issues with maintaining relationships",substance abuse
"neglecting responsibilities at work, cravings for the substance, loss of control over substance use, withdrawal symptoms when not using the substance, increased tolerance to the substance, issues with maintaining relationships, neglecting responsibilities at school, neglecting responsibilities at home",substance abuse
"neglecting responsibilities at work, cravings for the substance, neglecting responsibilities at school, neglecting responsibilities at home, increased tolerance to the substance, issues with maintaining relationships, loss of control over substance use, withdrawal symptoms when not using the substance",substance abuse
"scurring, pus_filled_pimples, blackheads, skin_rash",acne
"blackheads, pus_filled_pimples, scurring, skin_rash",acne
"pus_filled_pimples, skin_rash, blackheads, scurring",acne
"increased sensitivity to cold, persistent sadness, loss of energy, generalized physical aches and pains, chronic feeling of heaviness",depression
"loss of energy, chronic feeling of heaviness, generalized physical aches and pains, persistent sadness, increased sensitivity to cold",depression
"chronic feeling of heaviness, increased sensitivity to cold, persistent sadness, generalized physical aches and pains, loss of energy",depression
"scaly skin, dry, irritation from topical products, redness along affected areas, cracked skin",eczema
"cracked skin, dry, scaly skin, irritation from topical products, redness along affected areas",eczema
"irritation from topical products, redness along affected areas, scaly skin, dry, cracked skin",eczema
"itching, malaise, mild_fever, skin_rash, loss_of_appetite, headache, swelled_lymph_nodes, high_fever, lethargy, fatigue, red_spots_over_body",chicken pox
"fatigue, loss_of_appetite, skin_rash, malaise, headache, swelled_lymph_nodes, red_spots_over_body, high_fever, itching, mild_fever, lethargy",chicken pox
